detector,day,years,n,brier,brier_base_rate,brier_skill_vs_base_rate,mean_predicted_q,observed_invalid_frac,scenario,sharpe_valid,state_mix,post_alarm
ewma_student_t,504,2.0,20000,0.1080395321781542,0.25,0.5678418712873832,0.49974499564949965,0.5,sv_jump,1.0,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
ewma_trunc_student_t,63,0.25,20000,0.2211979816791118,0.25,0.11520807328355276,0.500603939852485,0.5,sv_jump,1.0,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
ewma_trunc_student_t,126,0.5,20000,0.1989806811973088,0.25,0.2040772752107648,0.5011184730294508,0.5,sv_jump,1.0,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
ewma_trunc_student_t,252,1.0,20000,0.1591118217820077,0.25,0.3635527128719692,0.5005114776063797,0.5,sv_jump,1.0,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
ewma_trunc_student_t,504,2.0,20000,0.10556802403032094,0.25,0.5777279038787162,0.4995569887707914,0.5,sv_jump,1.0,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
binary_gaussian,63,0.25,20000,0.24447631427916108,0.25,0.022094742883355667,0.5000357671652451,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
binary_gaussian,126,0.5,20000,0.23984616690147992,0.25,0.04061533239408033,0.5000780073499904,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
binary_gaussian,252,1.0,20000,0.22896692857912712,0.25,0.08413228568349151,0.5004076060649673,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
binary_gaussian,504,2.0,20000,0.20974134727946936,0.25,0.16103461088212256,0.5002632607035048,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
binary_student_t,63,0.25,20000,0.24169132916629113,0.25,0.03323468333483548,0.5004661746226268,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
binary_student_t,126,0.5,20000,0.23449102845640854,0.25,0.06203588617436584,0.5009224472298954,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
binary_student_t,252,1.0,20000,0.2185453478092113,0.25,0.12581860876315476,0.5005499102870317,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
binary_student_t,504,2.0,20000,0.1904301906538061,0.25,0.23827923738477563,0.5009671508901641,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
ewma_student_t,63,0.25,20000,0.23899342897215328,0.25,0.04402628411138687,0.5003577577102751,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
ewma_student_t,126,0.5,20000,0.23002711808272847,0.25,0.07989152766908614,0.5010097622523972,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
ewma_student_t,252,1.0,20000,0.20976214437166385,0.25,0.1609514225133446,0.5007494827682538,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
ewma_student_t,504,2.0,20000,0.17713508563178237,0.25,0.2914596574728705,0.5004409409762395,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
ewma_trunc_student_t,63,0.25,20000,0.23884385103138056,0.25,0.04462459587447776,0.5004416376934018,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
ewma_trunc_student_t,126,0.5,20000,0.2297379725151268,0.25,0.08104810993949285,0.5010853714433006,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
ewma_trunc_student_t,252,1.0,20000,0.209015110524087,0.25,0.163939557903652,0.5005578954553322,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
ewma_trunc_student_t,504,2.0,20000,0.17558812067017712,0.25,0.2976475173192915,0.5003136615305457,0.5,sv_jump,0.6,"50/50 valid/invalid, prior 0.5",all paths kept; nothing deleted after an alarm
