method,scenario,sharpe_valid,far_target,rank,threshold,n_calibration_paths,J,delta_per_comparison,coverage
ewma_trunc_gaussian,gaussian_ctrl,0.6,0.05,427,-1.5479985256897413,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,gaussian_ctrl,0.6,0.15,1379,-1.0714745609841436,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,gaussian_ctrl,0.6,0.05,427,-1.80014714816762,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,gaussian_ctrl,0.6,0.15,1379,-1.2558356219100482,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,sv_ctrl,1.0,0.05,427,-2.2197151214116464,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,sv_ctrl,1.0,0.15,1379,-1.3760349436476136,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,sv_ctrl,1.0,0.05,427,-2.109273878437386,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,sv_ctrl,1.0,0.15,1379,-1.3887458614113088,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,sv_ctrl,1.0,0.05,427,-1.5522666544990145,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,sv_ctrl,1.0,0.15,1379,-0.9624067284553344,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,sv_ctrl,1.0,0.05,427,-1.760857387159008,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,sv_ctrl,1.0,0.15,1379,-0.9921929059755342,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,sv_ctrl,1.0,0.05,427,-2.6929865445394903,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,sv_ctrl,1.0,0.15,1379,-1.7602360737599587,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,sv_ctrl,1.0,0.05,427,-2.8835853897077524,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,sv_ctrl,1.0,0.15,1379,-1.9056170209167318,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,sv_ctrl,1.0,0.05,427,-2.7102631869828357,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,sv_ctrl,1.0,0.15,1379,-1.7651845769642724,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,sv_ctrl,1.0,0.05,427,-2.886239781927749,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,sv_ctrl,1.0,0.15,1379,-1.9058067523035147,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,sv_ctrl,0.6,0.05,427,-1.4894703169658954,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,sv_ctrl,0.6,0.15,1379,-0.9738379221958022,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,sv_ctrl,0.6,0.05,427,-1.4721378954534727,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,sv_ctrl,0.6,0.15,1379,-1.0032990583824983,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,sv_ctrl,0.6,0.05,427,-1.9559403755381384,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,sv_ctrl,0.6,0.15,1379,-1.3842108252880838,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,sv_ctrl,0.6,0.05,427,-2.160857387159008,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,sv_ctrl,0.6,0.15,1379,-1.3921929059755351,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,sv_ctrl,0.6,0.05,427,-2.004966143825145,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,sv_ctrl,0.6,0.15,1379,-1.3481380241149592,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,sv_ctrl,0.6,0.05,427,-2.169188442141556,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,sv_ctrl,0.6,0.15,1379,-1.478838046075813,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,sv_ctrl,0.6,0.05,427,-2.014532723392362,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,sv_ctrl,0.6,0.15,1379,-1.355176879235166,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,sv_ctrl,0.6,0.05,427,-2.1809603821041934,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,sv_ctrl,0.6,0.15,1379,-1.4814730813546295,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,jump_ctrl,1.0,0.05,427,-2.009091955903746,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,jump_ctrl,1.0,0.15,1379,-1.360293258584262,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,jump_ctrl,1.0,0.05,427,-2.34046935647749,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,jump_ctrl,1.0,0.15,1379,-1.565029457181907,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,jump_ctrl,1.0,0.05,427,-1.5438189403891636,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,jump_ctrl,1.0,0.15,1379,-0.9969931345968651,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,jump_ctrl,1.0,0.05,427,-1.553039653222382,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,jump_ctrl,1.0,0.15,1379,-0.9911623866829271,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,jump_ctrl,1.0,0.05,427,-2.497983023085661,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,jump_ctrl,1.0,0.15,1379,-1.682690784815932,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,jump_ctrl,1.0,0.05,427,-2.6225993333647484,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,jump_ctrl,1.0,0.15,1379,-1.7676865283070038,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,jump_ctrl,1.0,0.05,427,-2.5403685837590197,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,jump_ctrl,1.0,0.15,1379,-1.7109495990088164,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,jump_ctrl,1.0,0.05,427,-2.663078204229651,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,jump_ctrl,1.0,0.15,1379,-1.8022369672034166,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,jump_ctrl,0.6,0.05,427,-1.3783899733063099,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,jump_ctrl,0.6,0.15,1379,-0.9719376432964033,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,jump_ctrl,0.6,0.05,427,-1.6194181703377424,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,jump_ctrl,0.6,0.15,1379,-1.1157519469672292,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,jump_ctrl,0.6,0.05,427,-1.945691734608428,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,jump_ctrl,0.6,0.15,1379,-1.3997163286000955,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,jump_ctrl,0.6,0.05,427,-1.953039653222382,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,jump_ctrl,0.6,0.15,1379,-1.39116238668293,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,jump_ctrl,0.6,0.05,427,-1.6943010381063026,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,jump_ctrl,0.6,0.15,1379,-1.182575277843414,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,jump_ctrl,0.6,0.05,427,-1.8017795408161001,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,jump_ctrl,0.6,0.15,1379,-1.2560157455221859,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,jump_ctrl,0.6,0.05,427,-1.7314538150285084,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,jump_ctrl,0.6,0.15,1379,-1.2062638431526227,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,jump_ctrl,0.6,0.05,427,-1.8298605562747525,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,jump_ctrl,0.6,0.15,1379,-1.2780894319609049,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,sv_jump,1.0,0.05,427,-2.1421314377196787,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,sv_jump,1.0,0.15,1379,-1.3575945015942277,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,sv_jump,1.0,0.05,427,-1.9756849056159689,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,sv_jump,1.0,0.15,1379,-1.290005347410857,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,sv_jump,1.0,0.05,427,-1.5047912872125153,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,sv_jump,1.0,0.15,1379,-0.9259663798954267,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,sv_jump,1.0,0.05,427,-1.6672233986811749,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,sv_jump,1.0,0.15,1379,-0.9541268092071433,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,sv_jump,1.0,0.05,427,-3.5897848325616244,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,sv_jump,1.0,0.15,1379,-2.1801370170626866,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,sv_jump,1.0,0.05,427,-2.822312914302121,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,sv_jump,1.0,0.15,1379,-1.7732790914899974,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,sv_jump,1.0,0.05,427,-3.7953274787581472,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,sv_jump,1.0,0.15,1379,-2.2886506838644105,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,sv_jump,1.0,0.05,427,-2.9134963084062804,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,sv_jump,1.0,0.15,1379,-1.834682296701343,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,sv_jump,0.6,0.05,427,-1.445212380133021,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,sv_jump,0.6,0.15,1379,-0.9598978616537495,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,sv_jump,0.6,0.05,427,-1.3945207950072174,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,sv_jump,0.6,0.15,1379,-0.94931043213624,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,sv_jump,0.6,0.05,427,-1.9168222536984678,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,sv_jump,0.6,0.15,1379,-1.3411290870871382,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,sv_jump,0.6,0.05,427,-2.067223398681177,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,sv_jump,0.6,0.15,1379,-1.3541268092071443,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,sv_jump,0.6,0.05,427,-2.5773571248436844,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,sv_jump,0.6,0.15,1379,-1.6279799105927053,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,sv_jump,0.6,0.05,427,-2.1445466525214805,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,sv_jump,0.6,0.15,1379,-1.3839947296389092,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,sv_jump,0.6,0.05,427,-2.758083052251065,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,sv_jump,0.6,0.15,1379,-1.724813818829229,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,sv_jump,0.6,0.05,427,-2.220611134581728,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,sv_jump,0.6,0.15,1379,-1.4395109259367853,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,sv_jump_big,1.0,0.05,427,-2.0582554846916583,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,sv_jump_big,1.0,0.15,1379,-1.3354301886257514,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,sv_jump_big,1.0,0.05,427,-1.7683304319091202,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,sv_jump_big,1.0,0.15,1379,-1.130234013978223,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,sv_jump_big,1.0,0.05,427,-1.4368145594115023,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,sv_jump_big,1.0,0.15,1379,-0.9141873639093888,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,sv_jump_big,1.0,0.05,427,-1.6104637425286936,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,sv_jump_big,1.0,0.15,1379,-0.9461852359253093,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,sv_jump_big,1.0,0.05,427,-4.997621485043305,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,sv_jump_big,1.0,0.15,1379,-2.8082763108639006,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,sv_jump_big,1.0,0.05,427,-2.7743182928724153,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,sv_jump_big,1.0,0.15,1379,-1.7746873004070838,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,sv_jump_big,1.0,0.05,427,-5.672227863426495,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,sv_jump_big,1.0,0.15,1379,-3.046782162566705,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,sv_jump_big,1.0,0.05,427,-2.9442210761116616,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,sv_jump_big,1.0,0.15,1379,-1.8802543037263497,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,sv_jump_big,0.6,0.05,427,-1.4047454051389408,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_gaussian,sv_jump_big,0.6,0.15,1379,-0.9460566163992822,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,sv_jump_big,0.6,0.05,427,-1.2851691823807088,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
binary_student_t,sv_jump_big,0.6,0.15,1379,-0.8545008547609074,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,sv_jump_big,0.6,0.05,427,-1.8497202640615298,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
trailing_sharpe_252,sv_jump_big,0.6,0.15,1379,-1.326830941189924,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,sv_jump_big,0.6,0.05,427,-2.0104637425286938,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
known_vol_rolling_252,sv_jump_big,0.6,0.15,1379,-1.3461852359253101,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,sv_jump_big,0.6,0.05,427,-3.499878142354081,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_gaussian,sv_jump_big,0.6,0.15,1379,-2.092103529889975,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,sv_jump_big,0.6,0.05,427,-2.1505459137189047,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_student_t,sv_jump_big,0.6,0.15,1379,-1.4422864110142148,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,sv_jump_big,0.6,0.05,427,-4.011356309480133,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_gaussian,sv_jump_big,0.6,0.15,1379,-2.2731706588139846,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,sv_jump_big,0.6,0.05,427,-2.3188709945691692,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
ewma_trunc_student_t,sv_jump_big,0.6,0.15,1379,-1.5476693665880932,10000,160,0.0003125,these five fixed scenarios only; not a unified unknown-environment guarantee
